Providers number;Extern attribute;Global strings number;Dex number;Intern attribute;Argument Type number;Balise number;Call number;Special strings number;Custom Argument;Affectation number;Number of sginature permission;Number of Dangerous permission;Average size of class;Services number;Android API;Receivers Numbers;Unicode number;URL Number;Weighted Method per class;Reponse for class;Class number;Permission number;Other Permission number;Number of child;Other Type String Number;SystemArgs;Type;Index
7;89;63116;2;10;20586;51;112;11;100;1647;0;2;7;13;0;7;8;87;22,6614786;45,3229572;35;12;10;1,918287938;0;0;Benign;382
6;89;58130;2;10;20670;29;147;10;100;947;0;0;17;18;0;0;1;98;31,71875;63,4375;79;0;0;0;0;0;Benign;383
3;89;53635;2;10;11332;29;116;12;100;811;0;0;23;5;0;0;7;83;31,84375;63,6875;1;0;0;0;0;0;Benign;384
7;89;60223;2;10;24002;31;181;24;100;1386;0;0;9;10;0;0;8;101;26,51515152;53,03030303;1043;0;0;0;0;0;Benign;385
3;85;56541;1;14;18091;21;37;7;0;920;1;2;26;10;0;7;0;41;27,36666667;54,73333333;0;11;8;0;0;0;Benign;386
4;89;64999;2;10;28523;24;42;13;100;831;0;8;7;10;1;5;0;137;25,62068966;51,24137931;1;17;9;0;0;0;Benign;387
4;88;56238;2;11;29067;32;105;7;100;821;0;2;7;10;0;8;0;71;26,4950495;52,99009901;0;9;7;0;0;0;Benign;388
2;88;19278;2;11;1927;7;38;8;100;310;0;0;18;4;0;7;0;61;27,97247706;55,94495413;1;4;4;0;0;0;Benign;389
5;87;35928;2;12;7080;37;134;16;100;1108;0;0;7;9;0;0;1;54;26,32026144;52,64052288;379;0;0;0;0;0;Benign;390
8;88;66823;2;11;86937;84;145;13;100;1112;0;5;8;30;19;14;2;38;35,59574468;71,19148936;46;16;11;0;0;0;Malware;391
8;88;49560;2;11;34039;39;253;13;100;1477;1;4;6;20;0;15;2;29;22,05882353;44,11764706;25;15;10;0;0;0;Benign;392
8;88;49561;2;11;34024;39;253;13;100;1477;1;4;7;20;0;15;2;28;20,44444444;40,88888889;25;15;10;0;0;0;Benign;393
15;88;65904;2;11;49289;30;159;14;100;1269;0;0;18;30;0;0;9;87;31,28205128;62,56410256;0;0;0;0;0;0;Benign;394
7;78;66332;2;21;31774;21;48;9;100;699;1;3;0;12;15;6;3;52;31,28205128;62,56410256;6;12;8;0;0;0;Benign;395
8;88;87242;2;11;31039;44;631;33;100;2681;0;0;8;17;1;0;3;145;24,4950495;48,99009901;8427;0;0;0;0;0;Benign;396
11;80;60907;2;19;24696;23;69;16;100;1473;0;0;16;24;2;19;8;74;25,74358974;51,48717949;6;27;27;0;0;0;Benign;397
3;88;57076;2;11;22233;19;59;9;100;560;0;0;14;15;0;0;0;80;30,56521739;61,13043478;1;0;0;0;0;0;Benign;398
10;88;70759;2;11;27879;67;208;18;100;1270;0;0;21;27;28;0;0;103;52,15789474;104,3157895;8;0;0;0;0;0;Benign;399
8;88;41907;2;11;35710;23;96;13;100;1173;1;10;8;21;2;13;0;82;43,26086957;86,52173913;665;42;31;0;0;0;Benign;400
5;88;51097;2;11;34485;16;23;5;100;441;0;0;10;14;1;0;0;6;40,22772277;80,45544554;32;0;0;0;0;0;Benign;401
2;80;31727;1;19;5476;5;40;10;0;384;0;1;23;6;2;6;0;29;37,15789474;74,31578947;49;24;23;0;0;0;Benign;402
2;81;14725;2;18;13344;14;26;6;100;313;0;2;14;4;0;7;0;20;30,54347826;61,08695652;47;8;6;0;0;0;Benign;403
6;88;66666;2;11;33803;89;75;7;100;1004;1;5;10;25;2;17;0;79;32,62790698;65,25581395;64;18;12;0;0;0;Benign;404
9;81;39295;3;18;8296;30;60;13;100;709;1;6;10;22;0;17;7;61;28,67460317;57,34920635;0;19;12;0,007936508;0;0;Benign;405
6;81;67280;2;18;34746;18;110;23;100;2287;2;7;13;37;0;26;3;128;28,50331126;57,00662252;0;39;30;0,052980132;0;0;Benign;406
6;81;67269;2;18;34866;18;110;23;100;2287;2;8;13;38;0;27;3;146;28,33552632;56,67105263;0;40;30;0,052631579;0;0;Benign;407
8;79;39687;2;20;36918;21;79;10;100;729;0;0;14;13;0;0;0;39;20,72222222;41,44444444;2;0;0;0;0;0;Benign;408
6;81;65327;2;18;16907;28;176;64;100;791;1;9;8;10;0;7;1;104;19,22222222;38,44444444;40;31;21;0;0;0;Benign;409
5;82;57730;2;17;22728;31;46;13;100;679;0;1;12;12;2;15;2;67;23,74444444;47,48888889;0;11;10;0;0;0;Benign;410
9;80;63059;2;19;22681;25;175;14;100;1402;0;1;17;14;1;18;2;77;23,54545455;47,09090909;0;11;10;0;0;0;Benign;411
3;81;26226;2;18;20271;18;46;10;100;519;0;2;7;11;0;11;0;50;23,20967742;46,41935484;44;9;7;0;0;0;Benign;412
8;79;52162;2;20;20456;19;142;12;100;835;3;6;0;15;3;7;9;85;23,20967742;46,41935484;64;24;15;0;0;0;Benign;413
11;79;66993;2;20;22772;24;57;12;100;755;1;2;16;11;1;15;7;61;24,25503356;48,51006711;0;29;26;0;0;0;Benign;414
4;81;40886;1;18;32014;74;111;11;100;1863;0;4;48;10;0;7;5;34;23,01081081;46,02162162;199;11;7;0;0;0;Benign;415
5;78;63082;2;21;29525;24;70;15;100;732;0;5;9;10;6;8;2;105;22,02272727;44,04545455;57;36;31;0;0;0;Benign;416
7;81;47175;1;18;42476;93;74;14;0;799;0;0;11;14;0;0;2;73;24,36363636;48,72727273;1722;0;0;0;0;0;Benign;417
3;80;55938;2;19;16671;21;59;10;100;612;0;0;12;7;0;8;7;80;24,91860465;49,8372093;1;8;8;0;0;0;Benign;418
5;80;63297;2;19;33607;31;199;11;100;939;0;6;5;19;1;11;2;79;28,11320755;56,22641509;835;19;13;0;0;0;Benign;419
4;81;34943;2;18;7107;22;175;18;100;828;0;0;5;11;0;0;8;50;25,93617021;51,87234043;443;0;0;0;0;0;Benign;420
21;80;74416;2;19;79456;28;70;19;100;1178;1;7;0;24;6;25;3;53;0;0;55;25;17;0;0;0;Benign;421
7;88;41448;1;11;11584;41;45;13;100;764;0;0;27;9;0;0;1;94;19,33333333;38,66666667;707;0;0;0;0;0;Benign;422
10;88;65695;2;11;27885;29;160;13;100;1346;0;0;18;17;4;0;1;58;23;46;0;0;0;0;0;0;Benign;423
1;85;28771;1;14;10137;14;20;1;0;288;0;1;82;1;0;0;0;10;29,98333333;59,96666667;0;3;2;0;0;0;Benign;424
5;89;19919;1;10;10348;24;51;10;0;454;0;1;16;10;0;11;8;40;27,04040404;54,08080808;0;8;7;0;0;0;Benign;425
6;89;51366;2;10;31040;53;173;15;100;1894;0;3;8;8;0;6;7;69;27,49635036;54,99270073;13;8;5;0;0;0;Benign;426
1;88;14620;1;11;7448;23;191;12;0;528;0;0;229;3;0;0;7;16;28,10493827;56,20987654;0;0;0;0;0;0;Benign;427
1;88;48682;2;11;16080;16;35;6;100;418;0;6;10;7;0;9;0;39;29,14201183;58,28402367;284;16;10;0;0;0;Benign;428
1;81;65772;1;18;19729;37;130;19;100;655;0;5;24;7;0;2;0;62;30,92307692;61,84615385;248;15;10;0;0;0;Benign;429
2;88;31783;1;11;9941;14;25;6;0;663;0;0;5;1;0;0;0;5;26;52;0;0;0;0;0;0;Benign;430
5;88;46974;2;11;20354;32;246;64;100;949;0;0;0;9;0;0;2;74;30,92307692;61,84615385;54;0;0;0;0;0;Benign;431
2;83;26090;1;16;8177;15;19;2;0;539;0;0;8;0;0;0;0;4;18,53333333;37,06666667;0;0;0;0;0;0;Benign;432
5;0;61416;1;0;0;69;49;11;0;758;0;7;0;15;3;16;2;73;0;0;682;19;12;0;0;0;Benign;433
3;87;49222;1;12;13047;14;66;16;100;917;0;0;28;10;0;9;1;80;32,35135135;64,7027027;38;6;6;0;0;0;Benign;434
1;85;62430;2;14;20756;37;100;9;100;745;0;1;16;7;2;3;7;78;29,90384615;59,80769231;519;6;5;0;0;0;Benign;435
1;87;12240;1;12;2776;3;13;0;0;206;0;0;133;0;0;0;0;3;32,53947368;65,07894737;19;0;0;0;0;0;Benign;436
11;86;55272;2;13;72410;30;108;60;100;735;1;11;12;23;1;17;2;19;28,26605505;56,53211009;5;46;34;0;0;0;Benign;437
3;86;44404;1;13;20734;43;40;14;100;1028;0;0;9;11;0;0;1;40;28,99236641;57,98473282;80;0;0;0;0;0;Benign;438
11;78;75113;3;21;44492;45;61;17;100;1060;1;0;10;25;13;20;2;38;23,70769231;47,41538462;294;13;12;0;0;0;Benign;439
20;81;72748;2;18;54042;27;69;18;100;993;0;0;5;25;1;0;0;62;24,71621622;49,43243243;38;0;0;0;0;0;Benign;440
3;78;55244;2;21;28038;26;128;9;100;479;0;1;9;15;0;17;2;44;26,54285714;53,08571429;77;13;12;0;0;0;Benign;441
5;80;53556;2;19;32501;31;66;23;100;1074;0;1;11;9;0;2;3;107;24,94117647;49,88235294;9;7;6;0;0;0;Benign;442
6;73;44531;2;26;13616;26;195;14;100;977;1;5;8;17;4;17;8;71;22,1452514;44,29050279;14;17;11;0;0;0;Benign;443
9;80;38189;2;19;38584;24;72;13;100;788;1;4;14;15;0;13;7;50;21,3490566;42,69811321;109;16;11;0;0;0;Benign;444
5;78;62918;2;21;33282;25;79;11;100;951;0;0;11;13;8;0;7;81;21,37719298;42,75438596;0;0;0;0;0;0;Benign;445
3;85;56348;1;14;37113;40;153;13;100;1723;0;0;9;13;0;0;2;72;28,16463415;56,32926829;17;0;0;0;0;0;Benign;446
10;80;71694;2;20;47339;26;79;14;100;1004;0;2;8;20;1;24;0;61;22,24324324;44,48648649;177;13;11;0;0;0;Benign;447
8;81;67916;2;18;86385;50;98;7;100;910;0;4;28;25;1;16;0;35;44,7;89,4;645;19;15;0;0;0;Benign;448
15;81;64188;2;18;56758;23;83;8;100;650;0;0;8;21;1;0;3;99;29,15;58,3;556;0;0;0;0;0;Benign;449
10;82;54323;2;17;57397;125;80;3;100;670;0;0;6;22;11;0;0;19;29,17567568;58,35135135;55;0;0;0;0;0;Benign;450
10;80;59875;2;19;24633;17;53;18;100;1008;2;6;11;29;0;19;7;45;26,41284404;52,82568807;3;26;18;0;0;0;Benign;451
1;83;39645;2;16;74838;46;110;5;100;2565;0;0;6;12;1;0;3;29;11,67346939;23,34693878;9320;0;0;0;0;0;Benign;452
10;81;61073;2;18;87891;60;131;8;100;1423;0;0;10;37;2;0;3;45;15,16842105;30,33684211;830;0;0;0;0;0;Benign;453
18;82;41033;2;17;25641;36;44;12;100;1924;0;0;53;85;1;0;2;55;19,34782609;38,69565217;0;0;0;145,2391304;0;0;Benign;454
1;80;21866;1;19;7192;14;22;3;0;219;0;0;84;0;0;1;0;6;23,91666667;47,83333333;233;2;2;1,267857143;0;0;Benign;455
0;81;17063;1;18;4003;4;27;3;100;275;0;0;111;0;0;0;0;36;25,75;51,5;21;0;0;0,132978723;0;0;Benign;456
10;81;37885;2;18;16754;29;30;15;100;1580;0;5;8;26;12;26;1;122;14,66;29,32;0;35;30;161,42;0;0;Benign;457
9;80;26646;2;20;43182;13;57;3;100;404;0;0;6;20;0;0;0;26;16,11594203;32,23188406;306;0;0;147,6086957;0;0;Benign;458
2;82;29708;2;17;8646;15;31;8;100;488;0;2;18;0;0;0;0;41;19,54639175;39,09278351;0;6;4;5,237113402;0;0;Benign;459
0;79;42249;2;20;11885;16;48;13;100;423;0;3;62;2;0;4;0;74;21,35643564;42,71287129;0;6;3;4,821782178;0;0;Benign;460
5;79;61717;2;20;24956;30;77;15;100;796;0;5;0;11;0;10;3;53;21,35643564;42,71287129;2;16;11;25,94059406;0;0;Benign;461
2;79;22199;2;20;14563;17;40;8;100;381;0;2;10;3;0;3;0;36;21,83035714;43,66071429;1;9;7;18,48214286;0;0;Benign;462
7;80;68339;2;19;28751;32;141;7;100;811;0;0;16;14;35;0;0;54;24,96296296;49,92592593;789;0;0;23,72592593;0;0;Benign;463
6;81;34314;2;18;9666;27;109;14;100;1017;0;0;8;14;0;0;8;50;23,9281768;47,85635359;4;0;0;11,09392265;0;0;Benign;464
5;81;61546;1;18;38016;20;126;12;100;658;0;0;9;11;0;0;3;71;24,11926606;48,23853211;0;0;0;25,1146789;0;0;Benign;465
29;79;54377;2;20;57367;81;215;20;100;1289;2;6;10;45;0;42;8;81;30,3902439;60,7804878;100;28;20;0;0;0;Benign;466
6;80;42011;2;19;20410;22;50;14;100;875;0;0;6;12;0;0;7;68;27,22535211;54,45070423;1;0;0;0;0;0;Benign;467
5;80;43366;2;19;6295;12;57;10;100;623;0;0;23;8;0;0;0;78;27,41463415;54,82926829;2;0;0;0;0;0;Benign;468
4;82;44470;2;17;14775;24;70;13;100;998;0;0;6;23;0;0;7;82;25,34351145;50,6870229;9;0;0;0;0;0;Benign;469
2;80;57088;2;19;20828;20;55;9;100;481;0;4;21;4;0;1;0;74;24,52816901;49,05633803;1;11;7;0;0;0;Benign;470
7;82;62892;2;17;53336;33;160;22;100;669;1;6;8;30;7;12;2;81;21,91891892;43,83783784;16;21;14;0;0;0;Benign;471
4;83;45499;1;16;62980;27;130;4;0;833;0;7;8;19;0;16;0;24;20,48684211;40,97368421;68;33;26;0;0;0;Benign;472
7;80;76177;1;19;67978;30;245;14;0;955;0;0;7;22;3;0;3;33;21,02;42,04;319;0;0;0;0;0;Benign;473
5;81;58967;3;18;6951;78;401;19;100;1580;0;0;4;16;0;0;9;105;23,5862069;47,17241379;131;0;0;0;0;0;Benign;474
4;82;25900;1;17;13816;18;45;17;0;680;1;5;18;7;0;5;8;33;24,02352941;48,04705882;458;17;11;0;0;0;Benign;475
2;83;56203;1;16;21056;18;80;12;0;1020;0;4;14;13;3;6;2;127;24,08181818;48,16363636;41;38;34;0;0;0;Benign;476
11;80;63310;2;19;28190;33;130;14;100;1332;0;0;10;17;0;0;1;64;25,52554745;51,05109489;0;0;0;0;0;0;Benign;477
3;75;59873;2;24;42737;35;70;8;100;905;0;4;6;18;1;16;7;40;24,38505747;48,77011494;206;23;19;0;0;0;Benign;478
11;81;49594;1;18;59167;55;170;14;100;774;0;10;7;33;0;22;3;44;22,22660099;44,45320197;15;30;20;0;0;0;Benign;479
1;83;56991;2;16;14016;142;56;15;100;619;0;5;14;7;1;3;11;57;24,59276018;49,18552036;287;12;7;0;0;0;Benign;480
4;82;52492;1;17;69643;131;96;54;100;2595;0;0;8;13;0;0;2;39;19,9787234;39,95744681;1352;0;0;0;0;0;Benign;481
5;83;19941;2;16;35900;9;35;7;100;367;0;0;17;11;0;0;7;52;24,375;48,75;29;0;0;0;0;0;Malware;482
6;81;68156;2;18;36901;21;92;18;100;765;0;5;10;14;0;13;8;91;24,39814815;48,7962963;982;14;9;0;0;0;Benign;483
2;78;52922;2;21;16230;19;52;12;100;585;0;0;15;4;0;7;0;65;24,14615385;48,29230769;1;5;5;0;0;0;Benign;484
15;82;44833;2;17;76524;29;91;15;100;919;0;0;11;29;2;0;1;110;24,14772727;48,29545455;264;0;0;0;0;0;Benign;485
3;79;53733;2;20;15344;22;58;13;100;661;0;1;14;7;0;8;0;70;24,75;49,5;0;8;7;0;0;0;Benign;486
0;83;2909;1;16;487;4;8;0;0;29;0;0;67;0;0;0;0;0;22,28634361;44,57268722;0;0;0;0;0;0;Benign;487
6;82;71853;2;17;54732;25;95;5;100;1072;1;4;15;16;9;8;0;20;30,04761905;60,0952381;82;15;10;0;0;0;Benign;488
1;81;56705;2;18;33307;22;100;7;100;573;0;5;10;8;1;5;0;44;28,98550725;57,97101449;0;19;14;0;0;0;Benign;489
1;80;36621;2;19;5286;11;52;9;100;462;0;0;39;5;0;0;0;70;31,55263158;63,10526316;2;0;0;0;0;0;Benign;490
3;77;62556;2;22;24078;17;66;17;100;525;0;5;15;14;0;10;0;90;34,30612245;68,6122449;132;30;25;0;0;0;Benign;491
6;79;43633;2;20;52774;40;58;70;100;938;0;4;7;25;0;24;0;72;29,97637795;59,95275591;2;19;15;0;0;0;Benign;492
7;75;43491;2;24;20728;28;65;18;100;725;0;7;4;7;0;5;7;70;28,31654676;56,63309353;68;17;10;0;0;0;Benign;493
2;80;58423;2;19;22557;23;71;12;100;830;1;5;11;14;2;15;0;68;30,35031847;60,70063694;3;20;14;0;0;0;Benign;494
7;82;57802;2;17;30847;22;66;9;100;738;1;7;6;12;0;12;2;64;28,85310734;57,70621469;220;18;10;0;0;0;Benign;495
4;85;56328;2;14;20272;20;57;9;100;605;0;0;9;4;0;1;0;77;24,17857143;48,35714286;1;7;7;0;0;0;Malware;496
3;82;21443;1;17;5093;8;27;4;0;315;0;6;183;5;0;4;1;64;30,00510204;60,01020408;49;30;24;0;0;0;Benign;497
6;73;47415;2;26;26800;30;74;23;100;993;1;4;7;9;4;4;8;61;29,41452991;58,82905983;25;28;23;0;0;0;Benign;498
3;83;57191;1;16;16972;21;50;13;100;1031;0;0;8;12;0;0;7;90;28,728;57,456;32;0;0;0;0;0;Benign;499
15;80;42386;1;20;65160;27;110;8;100;1148;0;0;7;21;2;0;2;19;23,625;47,25;170;0;0;0;0;0;Benign;500
3;81;41193;1;18;15677;33;67;11;0;647;0;5;6;16;0;7;7;62;18,25;36,5;2748;15;10;0;0;0;Malware;501
7;80;48654;2;19;58649;40;137;20;100;1024;0;6;6;22;2;18;4;105;12,34920635;24,6984127;287;23;17;0;0;0;Benign;502
10;82;38289;2;17;68993;28;73;14;100;1214;2;6;44;17;1;18;2;34;15,40366972;30,80733945;672;22;14;0;0;0;Benign;503
3;78;21586;1;21;9248;20;40;5;0;369;0;1;9;4;0;7;0;34;16,15079365;32,3015873;2;6;5;0;0;0;Benign;504
10;80;60270;1;20;37495;31;111;17;100;1290;0;0;0;18;4;0;0;53;0;0;0;0;0;0;0;0;Benign;505
4;79;32566;2;20;24587;24;56;13;100;679;1;2;7;8;0;8;7;78;8,844444444;17,68888889;3038;10;7;0;0;0;Benign;506
7;79;43544;2;20;15122;26;67;17;100;1027;0;5;8;15;0;12;1;87;11,42424242;22,84848485;1;14;9;0;0;0;Benign;507
16;78;76367;2;21;45577;41;128;15;100;863;1;0;8;35;1;41;1;42;16,86666667;33,73333333;604;11;10;0;0;0;Benign;508
6;80;51047;2;19;17645;28;73;18;100;2656;0;0;7;17;0;0;2;116;24,05128205;48,1025641;10;0;0;0;0;0;Benign;509
5;81;59750;2;18;42429;29;92;8;100;707;0;0;9;9;44;0;7;64;23,1875;46,375;292;0;0;0;0;0;Benign;510
6;80;53402;2;19;38934;21;73;20;100;2389;0;6;8;16;0;16;7;102;24,54761905;49,0952381;21;27;21;0;0;0;Benign;511
7;79;66417;2;20;29651;25;72;21;100;1214;0;3;23;13;0;21;1;40;23,94214876;47,88429752;6;28;25;0;0;0;Benign;512
5;78;63388;1;21;26508;26;61;15;0;762;0;5;9;10;6;8;2;105;22,86206897;45,72413793;57;36;31;0;0;0;Benign;513
5;80;32411;2;19;18476;41;78;19;100;845;0;6;13;7;0;6;8;30;21,11111111;42,22222222;428;15;9;0;0;0;Benign;514
3;82;63221;2;17;33894;39;69;15;100;755;0;4;10;19;0;10;0;84;27,83333333;55,66666667;0;15;11;0;0;0;Benign;515
11;81;67842;2;18;95641;47;120;14;100;867;2;10;6;23;6;8;2;71;24,52941176;49,05882353;718;33;21;0;0;0;Benign;516
5;81;61242;2;18;30490;25;63;8;100;883;0;1;16;13;0;12;8;87;31,73076923;63,46153846;175;8;7;0;0;0;Benign;517
8;83;58360;2;16;53265;26;83;9;100;675;0;0;8;23;106;0;3;23;23,96825397;47,93650794;266;0;0;0;0;0;Benign;518
7;82;64150;2;17;27575;22;65;14;100;635;0;0;14;18;5;0;0;91;31,37142857;62,74285714;231;0;0;0;0;0;Benign;519
5;80;39070;2;19;15745;29;94;15;100;926;0;0;9;13;0;0;1;61;25,92207792;51,84415584;4;0;0;0;0;0;Benign;520
4;79;54917;2;20;17979;21;61;11;100;875;0;1;11;9;0;9;7;84;26,41176471;52,82352941;1;6;5;0;0;0;Benign;521
3;78;62360;2;21;31099;27;93;17;100;785;0;2;58;12;1;5;0;67;30,51351351;61,02702703;0;25;23;0;0;0;Benign;522
3;81;39910;2;18;14836;22;61;17;100;629;0;2;10;5;0;3;1;63;30,40310078;60,80620155;1;7;5;0;0;0;Benign;523
0;83;14931;1;16;5879;17;21;13;0;293;0;2;19;1;0;2;8;4;28,01204819;56,02409639;0;6;4;0;0;0;Benign;524
3;80;66823;2;19;22277;23;95;15;100;931;0;2;14;9;1;5;7;126;28,90960452;57,81920904;7;11;9;0;0;0;Benign;525
5;80;60548;3;19;32957;27;54;20;100;838;0;3;67;10;0;9;1;61;32,75;65,5;93;11;8;0;0;0;Benign;526
6;82;50467;1;17;38213;22;145;6;0;1088;1;6;12;28;3;32;2;28;31,43396226;62,86792453;60;20;13;0;0;0;Benign;527
3;81;30942;1;18;6246;26;90;15;100;506;0;2;69;6;0;6;0;68;29,21212121;58,42424242;42;11;9;0;0;0;Benign;528
2;80;63529;2;19;20517;19;52;11;100;903;0;2;16;13;0;5;8;75;28,38983051;56,77966102;28;7;5;0;0;0;Benign;529
7;80;51155;2;19;25848;23;65;10;100;731;0;0;15;10;0;0;0;47;26,37142857;52,74285714;147;0;0;0;0;0;Benign;530
5;80;61624;2;19;32428;24;75;13;100;879;0;0;11;12;0;0;0;42;28,81730769;57,63461538;1;0;0;0;0;0;Benign;531
3;81;57993;2;18;22852;19;60;9;100;497;0;2;24;5;0;6;0;66;30,28099174;60,56198347;6;11;9;0;0;0;Benign;532
6;81;56875;2;18;30970;22;78;12;100;892;0;0;9;12;0;0;0;40;28,94615385;57,89230769;0;0;0;0;0;0;Benign;533
5;80;48892;2;19;7198;20;109;14;100;979;0;0;77;11;0;0;0;94;28,33112583;56,66225166;0;0;0;0;0;0;Benign;534
0;81;23275;1;18;7224;11;24;7;100;281;0;4;24;2;0;2;0;44;36,70833333;73,41666667;0;10;6;0;0;0;Benign;535
4;83;51076;1;16;13930;18;52;13;0;962;0;0;15;11;0;0;1;69;31,73913043;63,47826087;0;0;0;0;0;0;Benign;536
2;83;34860;2;16;26551;46;296;15;100;1213;0;0;18;9;0;0;8;98;24,66666667;49,33333333;2326;0;0;0;0;0;Benign;537
0;80;8331;1;19;4843;12;18;1;0;175;0;0;64;1;0;0;0;7;25,88;51,76;42;1;1;0;0;0;Benign;538
4;80;59984;1;19;24530;20;61;9;0;728;0;0;8;9;0;9;0;66;25,26829268;50,53658537;1;5;5;0;0;0;Benign;539
6;79;58951;2;20;70338;33;79;17;100;1315;3;8;11;23;0;11;1;149;24,63934426;49,27868852;64;33;22;0;0;0;Benign;540
2;81;53217;2;18;16131;23;226;11;100;1461;0;2;6;22;1;14;16;64;20,08888889;40,17777778;0;12;10;0,644444444;0;0;Benign;541
4;81;50815;2;18;22745;41;248;7;100;1032;0;4;9;21;1;18;7;88;28,68817204;57,37634409;10;16;12;0,150537634;0;0;Benign;542
3;83;39894;2;16;23230;24;57;19;100;717;0;3;9;11;0;8;8;63;29,1826087;58,36521739;123;10;7;0,330434783;0;0;Benign;543
11;76;50986;2;23;29995;16;41;6;100;453;1;6;11;12;8;6;2;4;25,17241379;50,34482759;96;27;20;0;0;0;Benign;544
8;76;51453;2;23;30660;20;35;9;100;524;1;1;11;15;4;10;3;27;24,12;48,24;79;30;28;0;0;0;Benign;545
1;81;63354;1;18;34102;90;58;18;100;749;0;1;8;10;0;3;2;67;32,06382979;64,12765957;24;7;6;0;0;0;Benign;546
11;80;63562;2;19;48869;19;61;11;100;876;0;4;11;16;0;13;0;62;37,7804878;75,56097561;38;13;9;0;0;0;Benign;547
5;82;39543;1;17;12572;20;33;9;0;968;1;5;13;4;1;14;1;9;33,2027027;66,40540541;18;31;25;0;0;0;Benign;548
7;81;58000;3;18;39977;41;97;14;100;692;2;4;30;17;2;13;8;84;30,73786408;61,47572816;0;21;15;22,3592233;0;0;Benign;549
9;78;41398;2;21;37373;20;99;3;100;769;0;2;6;22;1;19;0;51;28,96969697;57,93939394;296;26;24;39,15909091;0;0;Benign;550
0;82;27919;1;17;7537;10;30;9;0;307;0;0;140;0;0;0;0;80;30,53793103;61,07586207;3;3;3;3,15862069;0;0;Benign;551
3;79;39602;2;20;23200;29;87;13;100;655;1;8;25;7;0;6;8;80;29,79041916;59,58083832;751;18;9;5,592814371;0;0;Benign;552
2;81;58728;2;18;17013;25;131;8;100;738;0;0;16;7;1;0;7;53;30,18023256;60,36046512;0;0;0;8,348837209;0;0;Benign;553
8;81;65138;2;18;25321;24;53;28;100;626;0;0;38;17;5;0;0;127;29,87428571;59,74857143;68;0;0;19,20571429;0;0;Benign;554
1;83;38625;1;16;10156;11;38;18;0;743;0;6;30;12;0;5;9;66;31,74468085;63,4893617;423;18;12;5,803191489;0;0;Benign;555
10;80;64831;2;19;35719;24;68;21;100;1287;0;0;15;20;1;0;8;53;25,86486486;51,72972973;1;0;0;0;0;0;Benign;556
11;82;62722;2;17;100469;26;165;16;100;1271;1;7;13;34;0;35;3;62;20,17948718;40,35897436;995;38;30;0;0;0;Benign;557
1;79;24106;2;20;14535;14;49;7;100;705;0;2;10;11;0;3;0;38;19,48360656;38,96721311;9;11;9;0;0;0;Benign;558
10;80;64024;2;20;34769;21;56;18;100;1154;0;1;14;13;0;16;2;68;23,62162162;47,24324324;106;10;9;0;0;0;Benign;559
2;80;18815;2;19;7753;8;34;8;100;295;0;0;21;7;0;3;0;36;24,45283019;48,90566038;0;6;6;0;0;0;Benign;560
10;82;37428;2;17;24827;20;49;12;100;818;1;4;16;19;0;14;0;68;24,06666667;48,13333333;5;32;27;0;0;0;Benign;561
1;83;36485;1;16;12290;61;23;9;0;635;1;6;13;2;0;0;2;77;29,28440367;58,56880734;620;16;9;0;0;0;Benign;562
0;82;37011;1;17;10772;24;34;12;0;483;1;5;53;5;0;4;0;30;29,11678832;58,23357664;0;16;10;0;0;0;Benign;563
12;80;62062;2;19;33513;23;62;17;100;1360;0;0;16;22;3;0;9;91;29,33742331;58,67484663;0;0;0;0;0;0;Benign;564
6;78;34100;2;21;34759;32;57;19;100;694;0;0;13;15;0;0;2;28;23,17857143;46,35714286;106;0;0;0;0;0;Benign;565
2;82;70042;2;17;27870;85;61;14;100;1190;1;4;22;9;0;10;0;130;32,22807018;64,45614035;83;22;17;0;0;0;Benign;566
12;81;46919;2;18;36812;28;58;20;100;1305;0;0;9;20;0;0;8;68;32,54255319;65,08510638;82;0;0;0;0;0;Benign;567
12;79;46816;2;20;34830;23;47;5;100;757;0;4;13;19;29;15;0;27;33,54285714;67,08571429;14;18;14;0;0;0;Benign;568
17;82;61119;2;17;48540;32;123;9;100;1075;0;1;12;16;40;17;7;56;32,5483871;65,09677419;0;9;8;0;0;0;Benign;569
12;81;73174;2;18;38781;43;151;17;100;950;1;6;9;23;0;20;0;79;26,18421053;52,36842105;110;18;11;0;0;0;Benign;570
4;81;47340;2;18;12574;46;479;19;100;1365;0;0;7;10;0;0;8;27;24,91463415;49,82926829;181;0;0;0;0;0;Benign;571
6;80;45151;2;19;10279;20;53;15;100;976;0;0;12;22;0;0;7;65;24,52830189;49,05660377;38;0;0;0;0;0;Benign;572
3;82;30252;1;17;8984;12;35;7;100;391;0;5;16;4;0;5;0;35;24,41964286;48,83928571;59;28;23;0;0;0;Benign;573
0;81;2109;1;18;314;2;6;0;100;4;0;0;17;1;0;0;0;3;12,03125;24,0625;27;0;0;0;0;0;Benign;574
0;81;33450;1;18;11007;17;35;10;100;358;0;2;85;2;0;2;0;40;22,68518519;45,37037037;17;8;6;0;0;0;Benign;575
7;80;55114;2;19;49692;49;182;22;100;2148;0;3;5;14;0;19;7;90;21,42857143;42,85714286;2588;19;16;0;0;0;Benign;576
0;82;22866;2;17;6166;7;50;10;100;272;0;3;40;0;0;0;0;37;22,50485437;45,00970874;1;5;2;0;0;0;Benign;577
