Providers number;Extern attribute;Global strings number;Dex number;Intern attribute;Argument Type number;Balise number;Call number;Special strings number;Custom Argument;Affectation number;Number of sginature permission;Number of Dangerous permission;Average size of class;Services number;Android API;Receivers Numbers;Unicode number;URL Number;Weighted Method per class;Reponse for class;Class number;Permission number;Other Permission number;Number of child;Other Type String Number;SystemArgs;Type;Index
6;79;39241;2;20;24939;38;95;14;100;930;1;3;10;28;0;33;0;49;26,632;53,264;4;16;12;0;0;0;Benign;774
6;76;60250;2;23;37049;32;51;12;100;899;0;0;12;28;1;0;3;63;26,13432836;52,26865672;682;0;0;0;0;0;Benign;775
1;83;26607;1;16;18461;22;75;12;0;651;0;4;35;6;0;23;8;63;27,09183673;54,18367347;487;13;9;0;0;0;Benign;776
5;81;33044;2;18;14157;18;51;12;100;729;0;2;10;12;0;12;7;74;28,2;56,4;1;9;7;0;0;0;Benign;777
3;82;56033;1;17;29595;24;112;7;0;1025;0;0;10;6;2;0;7;13;28,28409091;56,56818182;0;0;0;0;0;0;Benign;778
11;80;56630;2;19;44352;29;181;25;100;1084;0;8;6;30;4;27;4;56;27,05555556;54,11111111;10;22;14;0;0;0;Benign;779
5;81;36364;2;18;41531;21;55;11;100;719;0;1;12;16;0;14;0;47;27,06451613;54,12903226;31;10;9;0;0;0;Benign;780
7;81;72348;2;18;42672;28;239;5;100;1665;0;0;6;28;0;0;0;83;27,07954545;54,15909091;6673;0;0;0;0;0;Benign;781
5;81;64735;1;18;12512;42;216;16;0;1138;1;2;6;10;6;8;8;62;26,74766355;53,4953271;0;12;9;0;0;0;Benign;782
4;79;67120;2;20;22952;92;199;9;100;922;0;5;10;19;2;15;0;45;23,43939394;46,87878788;4217;22;17;0;0;0;Benign;783
6;79;45520;2;20;27311;21;69;8;100;715;2;3;7;13;0;14;7;83;25,83544304;51,67088608;86;20;15;0;0;0;Benign;784
7;79;39257;2;20;72776;25;113;6;100;1249;0;4;6;18;1;15;9;43;17,7826087;35,56521739;563;13;9;0;0;0;Benign;785
10;84;74947;1;15;38828;41;173;36;0;744;1;9;8;15;5;7;3;133;29,14285714;58,28571429;447;24;14;0;0;0;Benign;786
14;80;52793;2;19;41097;28;87;10;100;1068;0;0;20;16;2;0;0;42;29;58;0;0;0;0;0;0;Benign;787
9;81;63766;2;18;30323;31;142;11;100;887;0;3;62;7;1;14;1;35;29,17241379;58,34482759;0;27;24;0;0;0;Benign;788
5;78;61746;2;21;24806;29;84;11;100;918;0;0;0;6;1;0;1;92;29,17241379;58,34482759;1;0;0;0;0;0;Benign;789
9;81;62745;3;18;33044;22;62;18;100;1269;0;1;14;13;0;16;2;58;27,51898734;55,03797468;104;10;9;0,050632911;0;0;Benign;790
9;80;49729;2;19;19940;20;99;11;100;798;0;2;57;15;3;15;1;80;27,49411765;54,98823529;1;12;10;0,011764706;0;0;Benign;791
9;80;61124;2;19;26515;30;139;11;100;909;0;0;65;7;0;13;1;39;27,45348837;54,90697674;0;8;8;0,011627907;0;0;Benign;792
13;79;65596;2;20;32139;38;142;14;100;1301;0;0;16;16;3;16;1;42;23,02941176;46,05882353;0;11;11;0;0;0;Benign;793
10;79;65774;2;20;27259;35;182;12;100;903;0;0;11;23;1;0;0;62;29,09677419;58,19354839;1;0;0;0;0;0;Benign;794
3;80;46768;2;19;12262;14;171;8;100;474;0;0;35;6;0;0;0;75;32,92857143;65,85714286;1;0;0;0;0;0;Benign;795
8;80;65520;2;19;30946;31;94;14;100;963;0;1;72;6;0;10;1;48;32,17857143;64,35714286;0;9;8;0;0;0;Benign;796
3;79;29341;2;20;22208;19;49;11;100;710;0;0;0;11;0;0;0;50;32,17857143;64,35714286;173;0;0;0;0;0;Benign;797
13;81;65602;2;18;42317;31;142;21;100;1172;0;0;13;19;4;0;1;61;29,23076923;58,46153846;0;0;0;0;0;0;Benign;798
17;81;58564;1;18;54810;29;73;18;0;1148;0;0;18;17;1;0;1;69;33,07692308;66,15384615;35;0;0;0;0;0;Benign;799
18;83;53963;2;16;62280;24;136;15;100;1013;0;3;8;21;43;35;0;64;33,45454545;66,90909091;285;35;32;0;0;0;Benign;800
16;83;53963;1;16;62199;24;136;15;0;1013;0;3;8;21;43;35;0;64;29,8372093;59,6744186;285;35;32;0;0;0;Benign;801
17;81;50684;2;18;50179;28;78;9;100;1001;0;0;19;15;0;0;0;34;31,11904762;62,23809524;0;0;0;0;0;0;Benign;802
9;81;45678;1;18;20181;1109;57;8;0;613;1;6;15;14;1;20;0;52;29,75;59,5;0;17;10;0;0;0;Benign;803
16;81;41432;1;18;77913;14;24;10;0;728;2;4;8;69;0;14;0;181;38,66666667;77,33333333;543;35;29;2,871794872;0;0;Benign;804
1;82;56827;1;17;17080;26;59;19;100;735;1;2;16;6;1;4;1;44;23,17050691;46,34101382;46;28;25;0;0;0;Benign;805
9;81;65330;2;18;43502;21;57;11;100;1004;0;3;8;25;1;33;4;44;24,15725806;48,31451613;0;18;15;0;0;0;Benign;806
21;82;56628;2;17;42625;34;76;20;100;921;1;9;7;42;1;29;2;96;22,8372093;45,6744186;23;49;39;0;0;0;Benign;807
15;81;63250;3;18;31938;47;78;14;100;933;0;0;7;33;1;0;7;66;25,40697674;50,81395349;533;0;0;11,12790698;0;0;Benign;808
4;82;56554;1;17;16232;41;122;17;100;813;0;0;28;9;0;0;9;49;31,43518519;62,87037037;329;0;0;0,12037037;0;0;Benign;809
5;82;52539;2;17;19166;22;192;19;100;1556;0;0;6;12;0;0;7;77;27,93006993;55,86013986;177;0;0;5,657342657;0;0;Benign;810
6;81;37567;2;18;39321;18;75;12;100;1115;0;3;0;13;2;24;7;69;27,93006993;55,86013986;654;12;9;2,055944056;0;0;Benign;811
2;80;45409;2;19;11423;15;42;8;100;669;0;1;21;10;3;6;0;67;28,79245283;57,58490566;357;10;9;0,037735849;0;0;Benign;812
3;80;40409;3;19;10715;33;96;14;100;1043;1;6;14;15;0;8;8;105;27,82258065;55,64516129;57;17;10;0,607526882;0;0;Benign;813
7;80;46049;2;19;35191;19;66;11;100;1348;0;0;9;25;0;0;3;92;12,81818182;25,63636364;436;0;0;0;0;0;Benign;814
10;81;71314;2;18;40298;54;177;10;100;784;0;9;9;32;11;43;1;75;17,38271605;34,7654321;1366;42;33;0;0;0;Malware;815
0;81;16657;1;18;2639;7;38;9;0;1032;3;13;18;10;1;7;7;70;29,62857143;59,25714286;241;38;22;0,114285714;0;0;Malware;816
0;82;18690;1;17;6465;13;27;7;0;320;2;5;93;6;0;3;1;56;33,22222222;66,44444444;262;26;19;0,066666667;0;0;Malware;817
1;81;185;1;18;5983;2;0;0;0;0;2;11;166;19;0;11;0;0;33,06521739;66,13043478;0;33;20;0,02173913;0;0;Malware;818
1;81;453;2;18;3413;2;0;0;100;0;5;10;33;5;0;4;0;0;18,81176471;37,62352941;0;33;18;0;0;0;Malware;819
0;83;15746;1;16;2451;4;38;9;0;974;3;13;0;9;1;5;7;70;33,06521739;66,13043478;241;38;22;0,086956522;0;0;Malware;820
0;82;50986;1;17;12277;19;76;23;0;682;1;5;13;13;0;10;9;134;31,78070175;63,56140351;1;29;23;0,114035088;0;0;Malware;821
1;83;4865;1;16;592;2;13;0;0;188;2;5;86;1;0;0;0;6;23,31034483;46,62068966;0;28;21;0;0;0;Malware;822
0;88;4837;1;11;776;2;7;1;0;79;1;4;24;4;0;4;0;19;19,55882353;39,11764706;1;16;11;0;0;0;Malware;823
0;83;123;2;16;112;1;0;0;100;0;3;11;4;14;0;6;0;0;18,73255814;37,46511628;0;42;28;0;0;0;Malware;824
0;83;21668;1;16;6496;6;22;5;0;287;2;3;77;3;0;1;7;12;22,76699029;45,53398058;1;18;13;0;0;0;Malware;825
0;87;24264;1;12;3077;45;64;3;100;1127;1;9;18;3;0;1;0;160;20,22142857;40,44285714;13;21;11;0;0;0;Malware;826
0;83;6262;1;16;1173;2;12;0;0;131;0;6;175;1;0;2;0;1;19,07831325;38,15662651;0;14;8;0;0;0;Malware;827
1;85;153;1;14;149;2;0;0;100;0;1;4;137;0;0;1;0;0;19,01197605;38,0239521;0;8;3;0;0;0;Malware;828
1;83;17919;1;16;6203;6;78;8;0;1689;1;9;17;21;0;9;0;97;18,83173077;37,66346154;21;33;23;0;0;0;Malware;829
31;82;2013;3;17;7850;3;0;0;100;45;7;19;16;67;0;18;0;0;16,86538462;33,73076923;0;145;119;0;0;0;Malware;830
0;83;8424;1;16;296;7;22;6;0;243;1;3;262;1;0;2;0;19;19,32420091;38,64840183;0;12;8;0;0;0;Malware;831
2;82;201;2;17;1839;2;0;0;100;0;1;5;42;5;0;5;0;0;17,04761905;34,0952381;0;17;11;0;0;0;Malware;832
0;83;35948;1;16;9790;29;92;10;0;1397;3;2;88;3;0;3;7;67;22,5942623;45,18852459;513;24;19;0;0;0;Malware;833
0;83;83;1;16;211;2;0;0;0;0;4;5;120;11;0;10;0;0;22,53061224;45,06122449;0;40;31;0;0;0;Malware;834
0;83;16709;1;16;2639;7;38;9;0;1037;3;13;55;10;1;7;7;70;21,65480427;43,30960854;241;38;22;0;0;0;Malware;835
0;83;177;2;16;97;2;0;0;100;0;0;7;4;10;0;4;0;0;17,02830189;34,05660377;0;15;8;0;0;0;Malware;836
0;87;4387;1;12;349;6;8;3;0;94;1;2;4;5;0;4;0;16;26,275;52,55;0;13;10;0;0;0;Malware;837
0;83;6693;1;16;1137;2;12;0;0;113;0;2;232;0;0;0;0;1;19,42105263;38,84210526;0;4;2;0;0;0;Malware;838
0;83;16709;1;16;2639;7;38;9;0;1037;3;13;55;10;1;7;7;70;18,02631579;36,05263158;241;38;22;0;0;0;Malware;839
0;83;16709;1;16;2639;7;38;9;0;1037;3;13;18;10;1;7;7;70;18,02631579;36,05263158;241;38;22;0;0;0;Malware;840
0;87;701;1;12;32;2;0;0;100;0;3;8;42;1;0;1;0;0;23,69387755;47,3877551;0;24;13;0;0;0;Malware;841
1;83;190;2;16;1830;2;0;0;100;0;0;8;42;2;0;1;0;0;17,1588785;34,31775701;0;15;7;0;0;0;Malware;842
0;84;9353;1;16;2454;5;29;0;0;257;0;4;97;0;0;1;0;20;18,6185567;37,2371134;42;10;6;0;0;0;Malware;843
0;83;17895;1;16;3382;24;110;4;0;443;0;3;213;5;0;2;0;209;21,75;43,5;160;11;8;0;0;0;Malware;844
0;83;122;2;16;1464;1;0;0;100;0;0;5;4;0;0;0;0;0;17,11111111;34,22222222;0;17;12;0;0;0;Malware;845
0;83;16657;1;16;2639;7;38;9;0;1032;3;13;16;10;1;7;7;70;21,75;43,5;241;38;22;0;0;0;Malware;846
0;83;4904;1;16;1292;5;2;5;100;174;1;9;27;2;0;1;3;5;18,47916667;36,95833333;0;26;16;0;0;0;Malware;847
0;85;21668;1;14;6496;6;22;5;0;287;2;3;77;3;0;1;7;12;22,92771084;45,85542169;1;18;13;0;0;0;Malware;848
0;83;3018;1;16;444;2;4;2;0;45;0;2;8;1;0;1;0;18;22,28;44,56;0;6;4;0;0;0;Malware;849
0;82;3819;2;17;2425;2;42;0;100;104;1;5;15;0;0;0;0;6;19,16666667;38,33333333;0;12;6;0;0;0;Malware;850
0;83;8477;2;16;1073;3;14;6;100;1076;1;9;8;10;0;4;0;59;18,22072072;36,44144144;263;26;16;0;0;0;Malware;851
0;83;10831;1;16;2377;10;23;2;0;178;0;2;53;0;2;1;0;24;21,85148515;43,7029703;1;5;3;0;0;0;Malware;852
0;87;16657;1;12;2639;7;38;9;100;1032;3;13;61;10;1;7;7;70;21,87128713;43,74257426;241;38;22;0;0;0;Malware;853
0;83;441;1;17;1298;2;0;0;0;0;2;4;5;13;0;9;0;0;21,93103448;43,86206897;0;19;13;0;0;0;Malware;854
0;83;16657;1;16;2639;7;38;9;0;1032;3;13;55;10;1;7;7;70;21,93103448;43,86206897;241;38;22;0;0;0;Malware;855
0;83;16709;1;16;2639;7;38;9;0;1037;3;13;0;10;1;7;7;70;21,93103448;43,86206897;241;38;22;0;0;0;Malware;856
0;83;16709;1;16;2639;7;38;9;0;1037;3;13;0;10;1;7;7;70;21,93103448;43,86206897;241;38;22;0;0;0;Malware;857
0;87;16709;1;12;2639;7;38;9;100;1037;3;13;62;10;1;7;7;70;21,93103448;43,86206897;241;38;22;0;0;0;Malware;858
1;83;17919;1;16;6203;6;78;8;0;1689;1;9;17;21;0;9;0;97;21,15289256;42,30578512;21;33;23;0;0;0;Malware;859
0;83;8415;1;16;292;7;22;6;0;238;1;3;243;1;0;2;0;19;21,42913386;42,85826772;0;12;8;0;0;0;Malware;860
0;87;21668;1;12;6496;6;22;5;0;287;2;3;81;3;0;1;7;12;21,78346457;43,56692913;1;18;13;0;0;0;Malware;861
0;82;10110;1;17;2009;5;2;1;100;133;2;3;17;2;0;3;1;14;20,51361868;41,02723735;0;19;14;0;0;0;Malware;862
2;83;46905;1;16;15334;51;67;9;0;1128;2;8;28;8;0;9;9;297;21,44250871;42,88501742;227;23;13;0;0;0;Malware;863
4;83;321;2;16;3437;2;0;0;100;0;2;8;82;16;0;7;0;0;20,61153846;41,22307692;0;30;20;0;0;0;Malware;864
1;87;42657;1;12;10998;16;54;10;100;700;3;11;66;9;0;15;0;99;21,50986842;43,01973684;174;41;27;0;0;0;Malware;865
0;83;15746;1;16;2451;4;38;9;0;974;3;13;58;9;1;5;7;70;21,5;43;241;38;22;0;0;0;Malware;866
0;83;5569;1;16;821;2;14;0;0;119;0;7;92;2;0;5;0;1;21,51234568;43,02469136;0;14;7;0;0;0;Malware;867
1;86;187;1;13;2497;2;0;0;0;0;2;13;43;2;0;2;0;0;21,40672783;42,81345566;0;35;20;0;0;0;Malware;868
0;83;15737;1;16;2480;4;38;9;0;974;3;13;17;10;1;6;7;67;21,36170213;42,72340426;241;38;22;0;0;0;Malware;869
0;82;6942;2;17;1047;2;9;3;100;363;1;11;10;7;0;1;0;21;20,59793814;41,19587629;12;24;12;0;0;0;Malware;870
0;83;40798;1;16;10088;75;27;5;0;516;1;4;0;3;0;2;0;125;21,36170213;42,72340426;1;11;6;0;0;0;Malware;871
0;83;285;2;16;1777;2;0;0;100;0;2;8;42;9;0;8;0;0;20,79452055;41,5890411;0;28;18;0;0;0;Malware;872
1;83;17919;1;16;6203;6;78;8;0;1689;1;9;17;21;0;9;0;97;20;40;21;33;23;0;0;0;Malware;873
1;82;252;2;17;182;2;0;0;100;0;2;8;58;8;0;2;0;0;20,86348123;41,72696246;0;70;60;0;0;0;Malware;874
0;82;15841;2;17;2240;9;22;6;100;294;5;4;128;2;0;7;0;16;21,07419355;42,1483871;0;63;54;0;0;0;Malware;875
0;83;8467;1;16;296;7;22;6;0;243;1;3;262;5;0;4;0;19;21,69642857;43,39285714;0;13;9;0;0;0;Malware;876
0;87;19527;1;12;4104;7;19;8;100;233;1;2;100;5;0;5;0;35;21,21052632;42,42105263;1;10;7;0;0;0;Malware;877
3;83;17723;1;16;4073;75;14;2;0;468;2;12;0;8;0;15;7;20;21,21052632;42,42105263;0;31;17;0;0;0;Malware;878
0;83;16709;1;16;2639;7;38;9;0;1037;3;13;55;10;1;7;7;70;19,66071429;39,32142857;241;38;22;0;0;0;Malware;879
5;86;41377;1;13;9633;28;68;12;0;1232;5;10;13;24;0;10;8;153;22,10204082;44,20408163;796;65;50;0;0;0;Malware;880
0;82;8477;1;17;1073;3;14;6;100;1076;1;9;8;10;0;4;0;59;21,02258065;42,04516129;263;26;16;0;0;0;Malware;881
0;87;122;1;12;1464;1;0;0;0;0;0;5;4;0;0;0;0;0;22,03378378;44,06756757;0;17;12;0;0;0;Malware;882
0;83;3065;1;16;508;3;0;7;0;189;1;2;128;1;0;0;0;0;21,51149425;43,02298851;11;8;5;0;0;0;Malware;883
0;83;5547;1;16;1772;3;2;1;100;540;3;10;8;5;0;3;0;11;20,29971182;40,59942363;282;60;47;0;0;0;Malware;884
0;83;122;2;16;1464;1;0;0;100;0;0;5;4;0;0;0;0;0;20,27586207;40,55172414;0;17;12;0;0;0;Malware;885
0;83;16709;1;16;2639;7;38;9;0;1037;3;13;56;10;1;7;7;70;21,18965517;42,37931034;241;38;22;0;0;0;Malware;886
0;83;5147;1;16;362;6;10;5;0;112;2;3;5;6;0;6;7;13;20,50531915;41,0106383;0;17;12;0;0;0;Malware;887
0;83;40836;1;16;7366;79;79;7;0;1422;3;9;44;5;0;4;7;254;21,01351351;42,02702703;253;30;18;0;0;0;Malware;888
0;83;122;2;16;112;1;0;0;100;0;3;11;4;15;0;6;0;0;20,252149;40,50429799;0;42;28;0;0;0;Malware;889
0;83;3018;1;16;444;2;4;2;0;45;0;2;8;1;0;1;0;18;20,76171875;41,5234375;0;6;4;0;0;0;Malware;890
3;83;23529;1;16;11822;26;28;8;0;795;4;6;0;29;0;9;8;62;20,76171875;41,5234375;27;35;25;0;0;0;Malware;891
1;83;182;2;16;159;2;0;0;100;0;1;2;121;2;0;2;0;0;20,25714286;40,51428571;0;8;5;0;0;0;Malware;892
0;83;38065;1;16;14957;73;132;18;100;2452;2;7;31;13;0;6;0;204;20,05851064;40,11702128;28;36;27;0;0;0;Malware;893
3;83;23829;2;16;11865;26;28;8;100;814;4;6;8;29;0;9;8;63;19,53333333;39,06666667;49;35;25;0;0;0;Malware;894
3;83;23051;1;16;5145;11;102;9;0;859;2;8;124;6;0;3;0;77;21,13937282;42,27874564;390;22;12;0;0;0;Malware;895
17;83;37096;2;16;10672;7;68;8;100;1996;7;19;12;56;0;18;0;172;23,31944444;46,63888889;77;124;98;0;0;0;Malware;896
0;83;1259;1;16;161;2;0;0;0;3;0;0;28;1;0;1;0;0;20,71717172;41,43434343;0;3;3;0;0;0;Malware;897
0;83;16285;1;16;3107;4;42;1;100;200;0;4;27;1;0;2;0;19;31,41121495;62,82242991;0;9;5;0;0;0;Malware;898
1;82;239;2;17;5694;2;0;0;100;0;2;10;43;6;0;4;0;0;31,08181818;62,16363636;0;29;17;0;0;0;Malware;899
0;83;4121;1;16;1003;15;1;0;0;137;1;4;0;2;0;5;0;22;20,71717172;41,43434343;48;16;11;0;0;0;Malware;900
0;83;4711;1;16;547;14;4;2;100;43;0;3;253;1;0;4;0;33;28,02877698;56,05755396;93;7;4;1,388489209;0;0;Malware;901
1;83;26710;1;16;6785;33;44;3;100;1619;3;10;122;2;1;1;8;41;21,66352201;43,32704403;338;29;16;0;0;0;Malware;902
0;83;16709;1;16;2639;7;38;9;0;1037;3;13;55;10;1;7;7;70;21,67610063;43,35220126;241;38;22;0;0;0;Malware;903
0;87;3322;1;12;664;10;14;2;0;76;0;2;262;0;0;0;0;16;21,39882698;42,79765396;0;7;5;0;0;0;Malware;904
0;86;11219;1;13;1472;7;7;0;100;37;0;2;56;1;0;1;0;11;32,82926829;65,65853659;0;7;5;0;0;0;Malware;905
0;87;3322;1;12;664;10;14;2;0;76;0;2;324;0;0;0;0;16;17,34782609;34,69565217;0;7;5;0;0;0;Malware;906
0;87;573;1;12;64;1;0;0;100;0;0;4;94;2;0;2;0;2;16,96153846;33,92307692;17;9;5;0;0;0;Malware;907
9;86;43336;1;13;13773;18;66;4;100;1987;2;14;38;18;0;15;7;121;22,81967213;45,63934426;2;42;26;0;0;0;Malware;908
0;87;31670;1;12;6056;8;1899;4;100;958;0;5;29;2;0;2;0;76;23,69879518;47,39759036;0;16;11;0;0;0;Malware;909
0;87;6882;1;12;3155;4;15;5;0;134;0;3;124;0;0;0;0;13;24,46017699;48,92035398;0;7;4;0;0;0;Malware;910
0;87;1377;1;12;242;2;0;0;0;8;1;0;71;0;0;1;0;0;23,84677419;47,69354839;13;2;1;0;0;0;Malware;911
0;83;8474;1;16;1998;2;11;1;0;118;1;0;86;1;0;4;0;1;25,75621891;51,51243781;55;5;4;0;0;0;Malware;912
0;87;24715;1;12;7687;61;21;6;0;466;0;6;26;1;0;2;0;76;22,55421687;45,10843373;1;15;9;0;0;0;Malware;913
0;87;2275;1;12;330;4;4;0;0;35;1;2;243;1;0;0;0;4;20,89054726;41,78109453;0;8;5;0;0;0;Malware;914
0;86;19296;1;13;6411;17;47;4;100;484;1;7;105;2;0;3;0;149;19,84615385;39,69230769;436;24;16;0;0;0;Malware;915
0;87;9952;1;12;1841;2;19;2;0;115;0;0;29;3;0;1;0;0;22,79215686;45,58431373;0;1;1;0;0;0;Malware;916
0;87;1269;1;12;211;2;0;0;0;8;1;0;65;0;0;1;0;0;22,72265625;45,4453125;13;1;0;0;0;0;Malware;917
0;86;6341;1;13;1299;3;7;3;0;40;0;1;62;0;1;0;0;29;22,36206897;44,72413793;0;6;5;0;0;0;Malware;918
3;87;13518;1;12;3011;8;20;5;0;211;1;7;38;1;0;10;7;42;21,71974522;43,43949045;304;15;7;0;0;0;Malware;919
0;87;5380;1;12;821;2;11;0;0;111;0;1;130;0;0;0;0;5;21,60429448;43,20858896;0;4;3;0;0;0;Malware;920
0;87;33023;1;12;8610;11;33;2;0;252;0;5;29;2;0;1;7;56;22,72285714;45,44571429;78;14;9;0;0;0;Malware;921
0;87;33115;1;12;7446;8;33;5;100;591;0;7;19;4;0;1;7;50;24,1598916;48,3197832;1;17;10;0;0;0;Malware;922
0;87;4175;1;12;891;2;13;1;0;131;0;7;66;2;0;0;0;3;23,98982188;47,97964377;0;13;6;0;0;0;Malware;923
0;86;20541;1;13;4403;6;23;1;0;163;0;4;67;1;0;1;0;19;24,81145585;49,62291169;0;13;9;0;0;0;Malware;924
0;87;30368;1;12;9606;108;69;5;0;869;2;10;31;4;0;4;8;172;27,8125;55,625;7;31;19;0;0;0;Malware;925
0;83;8156;1;16;1330;2;12;0;0;118;0;1;115;0;0;0;0;5;25,80465116;51,60930233;0;4;3;0;0;0;Malware;926
1;87;24861;1;12;5618;11;56;9;0;861;3;15;139;4;0;7;0;69;31,75;63,5;24;36;18;0;0;0;Malware;927
0;85;26556;1;14;3511;8;22;4;0;83;0;2;12;0;0;0;1;16;40,85135135;81,7027027;182;5;3;0;0;0;Malware;928
0;83;2784;1;16;193;6;12;1;0;105;1;2;378;3;0;2;0;5;24,45748988;48,91497976;0;13;10;0;0;0;Malware;929
0;87;36596;1;12;7347;15;73;24;0;686;0;2;16;1;2;2;8;119;28,92105263;57,84210526;221;7;5;0;0;0;Malware;930
1;83;27978;1;16;9119;3;100;1;100;355;1;5;41;4;0;1;0;51;24,32014388;48,64028777;0;17;11;0;0;0;Malware;931
0;86;2307;1;13;259;5;0;2;100;47;0;1;68;0;0;2;0;9;24;48;0;8;7;4,808510638;0;0;Malware;932
0;87;119;1;12;1274;2;0;0;100;0;2;6;136;6;0;6;0;0;23,77083333;47,54166667;0;21;13;1,354166667;0;0;Malware;933
0;87;42835;1;12;17091;60;118;14;100;2419;3;3;27;5;0;4;0;236;23,68;47,36;99;24;18;60,33333333;0;0;Malware;934
0;87;39902;1;12;19155;72;56;18;100;942;1;10;27;13;0;7;0;294;22,00877193;44,01754386;3190;25;14;62,19298246;0;0;Malware;935
0;87;15151;1;12;4511;3;31;0;100;490;2;6;18;5;0;2;0;13;25,0915493;50,18309859;0;23;15;5,838028169;0;0;Malware;936
0;87;303;1;12;86;2;0;0;100;1;0;3;144;1;0;1;0;1;24,93006993;49,86013986;0;7;4;0,020979021;0;0;Malware;937
0;87;9364;1;12;1530;6;11;3;100;128;0;3;72;1;0;1;0;28;24,60693642;49,21387283;10;11;8;1,670520231;0;0;Malware;938
1;83;48974;2;16;26696;7;21;0;100;512;2;14;89;65;0;9;0;70;28,31952663;56,63905325;21;51;35;61,50295858;0;0;Malware;939
0;87;28459;1;12;6551;19;17;2;0;213;0;3;55;0;0;0;0;18;27,08585859;54,17171717;0;6;3;3,348484848;0;0;Malware;940
6;87;49039;1;12;16548;17;21;3;100;784;2;12;76;26;0;28;1;89;29,43103448;58,86206897;0;47;33;21,97413793;0;0;Malware;941
2;87;29598;1;12;13420;12;53;1;0;1197;4;13;37;41;0;26;0;102;30,19011407;60,38022814;117;68;51;18,31939163;0;0;Malware;942
1;86;43993;1;13;10267;19;142;13;0;1001;0;6;23;5;0;5;7;274;30,22887324;60,45774648;0;20;14;14,50704225;0;0;Malware;943
0;87;39392;1;12;13367;9;134;6;100;1362;1;4;17;6;0;6;7;157;29,75919732;59,51839465;65;18;13;5,177257525;0;0;Malware;944
2;87;60634;1;12;15806;66;91;16;0;1172;0;4;24;12;35;17;7;166;29,73700306;59,47400612;1;19;15;10,52293578;0;0;Malware;945
0;87;6081;1;12;1229;3;4;2;0;54;0;3;86;0;0;0;1;40;29,05915493;58,11830986;0;7;4;1,321126761;0;0;Malware;946
0;87;11572;1;12;3538;2;11;0;0;461;0;1;99;1;0;1;0;11;28,36411609;56,72823219;11;5;4;0,556728232;0;0;Malware;947
0;87;10059;1;12;1862;2;12;3;0;129;0;2;91;1;0;0;0;5;28,41012658;56,82025316;64;6;4;0,301265823;0;0;Malware;948
12;87;23286;1;12;7783;8;17;16;100;931;4;19;93;20;0;8;0;61;28,36104513;56,72209026;0;53;30;15,18289786;0;0;Malware;949
0;87;40832;1;12;19463;72;56;18;100;942;1;10;27;13;0;7;0;294;28,30188679;56,60377358;3191;25;14;16,82783019;0;0;Malware;950
1;72;49041;2;27;26734;7;21;0;100;512;2;14;101;66;0;9;0;70;29,22941176;58,45882353;21;51;35;61,28235294;0;0;Malware;951
0;87;6268;1;12;860;4;13;0;0;126;1;2;113;2;0;1;0;5;27,53289474;55,06578947;0;9;6;0,660087719;0;0;Malware;952
1;87;27519;1;12;8863;12;34;7;0;1134;3;8;16;33;0;12;1;298;27,37681159;54,75362319;0;54;43;10,67701863;0;0;Malware;953
0;87;15121;1;12;9682;10;26;6;100;473;1;5;20;2;0;2;0;34;29,8125;59,625;41;20;14;0;0;0;Malware;954
0;87;2417;1;12;418;6;1;1;0;48;0;6;78;2;0;0;0;16;24,15789474;48,31578947;154;17;11;0;0;0;Malware;955
0;83;18078;1;16;5522;7;42;13;0;366;1;12;17;2;0;2;7;59;24,06666667;48,13333333;0;36;23;0;0;0;Malware;956
0;87;5848;1;12;757;4;12;0;0;123;1;4;189;1;0;1;0;5;21,92783505;43,8556701;0;14;9;0;0;0;Malware;957
0;87;3964;1;12;533;6;7;0;0;249;1;6;10;3;0;5;0;13;18,24137931;36,48275862;0;15;8;0;0;0;Malware;958
1;87;153;1;12;11752;2;0;0;100;0;1;10;137;13;0;7;0;0;18,17123288;36,34246575;0;37;26;0;0;0;Malware;959
1;87;153;1;12;11752;2;0;0;100;0;1;10;137;13;0;7;0;0;18,17123288;36,34246575;0;37;26;0;0;0;Malware;960
0;87;35426;1;12;9021;67;21;4;0;634;1;6;33;6;0;10;7;44;19,62711864;39,25423729;0;21;14;0;0;0;Malware;961
0;86;125;1;13;88;1;0;0;0;0;1;8;4;2;0;2;0;0;19,58426966;39,16853933;1;22;13;0;0;0;Malware;962
0;87;13734;1;12;2515;7;63;9;0;427;0;2;21;1;0;0;0;27;19,32857143;38,65714286;0;9;7;0;0;0;Malware;963
0;87;23084;1;12;7561;14;33;10;0;403;2;5;108;7;0;4;9;86;21,44129555;42,88259109;239;26;19;0;0;0;Malware;964
0;87;125;1;12;661;1;0;0;100;0;4;13;4;11;0;5;0;0;21,40322581;42,80645161;0;83;66;0;0;0;Malware;965
0;87;23084;1;12;7561;14;33;10;0;403;2;5;65;7;0;4;9;86;21,40322581;42,80645161;239;26;19;0;0;0;Malware;966
1;88;32640;1;11;7586;9;30;11;0;758;2;10;39;14;1;10;0;231;22,93454545;45,86909091;157;38;26;0;0;0;Malware;967
0;83;125;2;16;661;1;0;0;100;0;4;13;4;11;0;5;0;0;24,02447552;48,04895105;0;83;66;0;0;0;Malware;968
0;87;7604;1;12;1519;11;6;5;100;210;1;7;0;4;0;2;7;14;22,93454545;45,86909091;0;18;10;0;0;0;Malware;969
